id,docid,type,eid,entity,prov,is_correct,category,expectation
284527,overlappingpdfs.132836.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132836.pdf.task_114_28_28,Frasnian|382.70000|372.20000,"{114,28,28,Frasnian}",,1,0.999
250917,overlappingpdfs.132401.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132401.pdf.task_1559_3_4,Middle Jurassic|175.6000|161.2000,"{1559,3,4,""Middle Jurassic""}",,1,1
180936,overlappingpdfs.138384.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.138384.pdf.task_4093_7_9_PART_0,Early Eocene|55.8000|48.6000,"{4093,7,9,""early Eocene""}",,1,1
278081,overlappingpdfs.135584.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.135584.pdf.task_93_26_26,Atdabanian|520.00000|516.00000,"{93,26,26,Atdabanian}",,1,0.999
325928,overlappingpdfs.135583.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.135583.pdf.task_597_0_0,Precambrian|4000.0000|542.0000,"{597,0,0,Precambrian}",,1,1
318325,overlappingpdfs.133063.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.133063.pdf.task_2049_6_7,Middle Ordovician|471.8000|460.9000,"{2049,6,7,""middle Ordovician""}",,1,1
228797,overlappingpdfs.133027.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.133027.pdf.task_60_20_20,Famennian|372.20000|358.90000,"{60,20,20,Famennian}",,1,1
306943,overlappingpdfs.132893.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132893.pdf.task_2_2_2,Tertiary|66.00000|2.58800,"{2,2,2,TERTIARY}",,1,1
292858,overlappingpdfs.132282.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132282.pdf.task_855_3_3,Ordovician|485.40000|443.40000,"{855,3,3,Ordovician}",,1,1
179001,overlappingpdfs.138384.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.138384.pdf.task_691_3_3,Wasatchian|55.80000|50.30000,"{691,3,3,Wasatchian}",,1,1
316267,overlappingpdfs.133108.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.133108.pdf.task_1450_20_20,Ordovician|485.40000|443.40000,"{1450,20,20,Ordovician}",,1,1
238297,overlappingpdfs.132479.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132479.pdf.task_691_7_7,Cretaceous|145.00000|66.00000,"{691,7,7,Cretaceous}",,1,1
207785,overlappingpdfs.133140.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.133140.pdf.task_717_4_4,Aptian|125.00000|113.00000,"{717,4,4,Aptian}",,1,1
342731,overlappingpdfs.138272.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.138272.pdf.task_1664_2_2,Leonardian|280.000|270.600,"{1664,2,2,Leonardian}",,1,1
271142,overlappingpdfs.133127.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.133127.pdf.task_826_24_25,Late Eocene|37.2000|33.9000,"{826,24,25,""Upper Eocene""}",,1,1
213430,overlappingpdfs.133316.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.133316.pdf.task_1211_0_2_PART_1,Triassic|252.17000|201.30000,"{1211,0,2,Triassic}",,1,0.999
225798,overlappingpdfs.132195.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132195.pdf.task_604_3_4,Late Devonian|385.3000|359.2000,"{604,3,4,""Late Devonian""}",,1,0.999
298316,overlappingpdfs.133618.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.133618.pdf.task_616_4_4,Miocene|23.03000|5.33300,"{616,4,4,Miocene}",,1,1
203992,overlappingpdfs.132498.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132498.pdf.task_1626_0_0,Cambrian|541.00000|485.40000,"{1626,0,0,Cambrian}",,1,1
190383,overlappingpdfs.135536.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.135536.pdf.task_114_13_13,Campanian|83.60000|72.10000,"{114,13,13,Campanian}",,1,1
234353,overlappingpdfs.131655.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.131655.pdf.task_479_0_0,Brecon|412.30000|391.90000,"{479,0,0,Brecon}",,1,1
230572,overlappingpdfs.133100.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.133100.pdf.task_190_22_22,Caradoc|460.90000|449.50000,"{190,22,22,Caradoc}",,1,1
282907,overlappingpdfs.132634.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132634.pdf.task_386_8_9,Early Pleistocene|2.5880|1.8060,"{386,8,9,""early Pleistocene""}",,1,0.996
341401,overlappingpdfs.138482.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.138482.pdf.task_1392_0_0,Triassic|252.17000|201.30000,"{1392,0,0,Triassic}",,1,1
326055,overlappingpdfs.135600.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.135600.pdf.task_50_23_24,Middle Ordovician|471.8000|460.9000,"{50,23,24,""Middle Ordovician""}",,1,0.996
231055,overlappingpdfs.132367.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132367.pdf.task_122_14_14,Guadalupian|272.30000|259.90000,"{122,14,14,Guadalupian}",,1,1
324954,overlappingpdfs.132202.pdf.task,INTERVAL,TIME_DOC_overlappingpdfs.132202.pdf.task_49_13_14,Late Jurassic|161.2000|145.5000,"{49,13,14,""Late Jurassic""}",,1,0.996
