id,docid,type,eid,entity,prov,is_correct,category,expectation
60827,overlappingpdfs.132612.pdf.task,formation,ROCK_DOC_overlappingpdfs.132612.pdf.task_53_6_6,mernmerna formation,"{53,6,6,Mernmerna}",,1,1
71154,overlappingpdfs.133007.pdf.task,member,ROCK_DOC_overlappingpdfs.133007.pdf.task_45_50_51,bembridge marls member,"{45,50,51,""Bembridge Marls""}",,1,0.996
85810,overlappingpdfs.138407.pdf.task,formation,ROCK_DOC_overlappingpdfs.138407.pdf.task_1897_17_18,willwood formation,"{1897,17,18,""Willwood Formation""}",,1,1
74998,overlappingpdfs.138834.pdf.task,formation,ROCK_DOC_overlappingpdfs.138834.pdf.task_1482_7_8,glen rose formation,"{1482,7,8,""Glen Rose""}",,1,1
59549,overlappingpdfs.138658.pdf.task,shale,ROCK_DOC_overlappingpdfs.138658.pdf.task_2812_13_14,kashong shale,"{2812,13,14,""Kashong Shale""}",,1,0.997
76552,overlappingpdfs.132969.pdf.task,group,ROCK_DOC_overlappingpdfs.132969.pdf.task_26_16_16,ammonite group,"{26,16,16,ammonite}",,1,1
30722,overlappingpdfs.133017.pdf.task,member,ROCK_DOC_overlappingpdfs.133017.pdf.task_63_1_2,nova olinda member,"{63,1,2,""Nova Olinda""}",,1,0.996
101249,overlappingpdfs.138538.pdf.task,formation,ROCK_DOC_overlappingpdfs.138538.pdf.task_2292_83_83,catavi formation,"{2292,83,83,Catavi}",,1,1
146438,overlappingpdfs.132455.pdf.task,clay,ROCK_DOC_overlappingpdfs.132455.pdf.task_115_15_15,kimmeridge clay,"{115,15,15,Kimmeridge}",,1,0.995
16727,overlappingpdfs.138449.pdf.task,formation,ROCK_DOC_overlappingpdfs.138449.pdf.task_1307_21_22,judith river formation,"{1307,21,22,""Judith River""}",,1,0.996
37988,overlappingpdfs.132397.pdf.task,formation,ROCK_DOC_overlappingpdfs.132397.pdf.task_927_8_9,crato formation,"{927,8,9,""Crato Formation""}",,1,0.996
41863,overlappingpdfs.138426.pdf.task,sand,ROCK_DOC_overlappingpdfs.138426.pdf.task_1100_0_0,west sand,"{1100,0,0,West}",,1,1
120056,overlappingpdfs.136577.pdf.task,formations,ROCK_DOC_overlappingpdfs.136577.pdf.task_480_9_9,overlying formations,"{480,9,9,Overlying}",,1,1
66996,overlappingpdfs.130651.pdf.task,formation,ROCK_DOC_overlappingpdfs.130651.pdf.task_251_0_0,doushantuo formation,"{251,0,0,Doushantuo}",,1,1
80561,overlappingpdfs.131614.pdf.task,limestone,ROCK_DOC_overlappingpdfs.131614.pdf.task_29_2_3,onondaga limestone formation,"{29,2,3,""Onondaga Limestone""}",,1,1
103222,overlappingpdfs.133073.pdf.task,formation,ROCK_DOC_overlappingpdfs.133073.pdf.task_554_33_33,taldyboi formation,"{554,33,33,Taldyboi}",,1,0.996
38540,overlappingpdfs.132919.pdf.task,supergroup,ROCK_DOC_overlappingpdfs.132919.pdf.task_876_12_12,newark supergroup,"{876,12,12,Newark}",,1,0.996
27360,overlappingpdfs.138428.pdf.task,greensand,ROCK_DOC_overlappingpdfs.138428.pdf.task_1234_48_49,kokoamu greensand,"{1234,48,49,""Kokoamu Greensand""}",,1,0.999
121865,overlappingpdfs.137935.pdf.task,group,ROCK_DOC_overlappingpdfs.137935.pdf.task_188_17_17,amphisbaenidae group,"{188,17,17,Amphisbaenidae}",,1,0.996
78828,overlappingpdfs.136101.pdf.task,formation,ROCK_DOC_overlappingpdfs.136101.pdf.task_108_15_17,el ahmar formation,"{108,15,17,""El Ahmar Formation""}",,1,0.996
52610,overlappingpdfs.133316.pdf.task,formation,ROCK_DOC_overlappingpdfs.133316.pdf.task_1072_15_16,val gardena formation,"{1072,15,16,""Val Gardena""}",,1,0.996
21232,overlappingpdfs.133092.pdf.task,shale,ROCK_DOC_overlappingpdfs.133092.pdf.task_537_3_3,burgess shale,"{537,3,3,Burgess}",,1,1
2226,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_2408_6_6,formation formation,"{2408,6,6,formation}",,1,0.996
11879,overlappingpdfs.138679.pdf.task,formation,ROCK_DOC_overlappingpdfs.138679.pdf.task_264_0_1,frontier formation,"{264,0,1,""Frontier Formation""}",,1,1
66447,overlappingpdfs.139713.pdf.task,formation,ROCK_DOC_overlappingpdfs.139713.pdf.task_993_3_3,chico formation,"{993,3,3,Chico}",,1,1
140535,overlappingpdfs.138540.pdf.task,formation,ROCK_DOC_overlappingpdfs.138540.pdf.task_429_73_73,caliente formation,"{429,73,73,Caliente}",,1,0.996
137237,overlappingpdfs.132360.pdf.task,group,ROCK_DOC_overlappingpdfs.132360.pdf.task_1112_12_13,bonzana group,"{1112,12,13,""Bonzana Group""}",,1,0.996
125459,overlappingpdfs.132386.pdf.task,formation,ROCK_DOC_overlappingpdfs.132386.pdf.task_457_46_46,bermont formation,"{457,46,46,Bermont}",,1,0.996
150429,overlappingpdfs.136273.pdf.task,formation,ROCK_DOC_overlappingpdfs.136273.pdf.task_152_16_16,minija formation,"{152,16,16,Minija}",,1,1
20053,overlappingpdfs.138449.pdf.task,group,ROCK_DOC_overlappingpdfs.138449.pdf.task_3395_31_31,montana group,"{3395,31,31,Montana}",,1,0.996
58697,overlappingpdfs.138622.pdf.task,member,ROCK_DOC_overlappingpdfs.138622.pdf.task_6904_1_1,orella member,"{6904,1,1,Orella}",,1,0.999
13071,overlappingpdfs.138679.pdf.task,member,ROCK_DOC_overlappingpdfs.138679.pdf.task_3516_7_9,turner sandy member,"{3516,7,9,""Turner Sandy Member""}",,1,1
63427,overlappingpdfs.130805.pdf.task,formation,ROCK_DOC_overlappingpdfs.130805.pdf.task_680_8_8,salem formation,"{680,8,8,Salem}",,1,1
150843,overlappingpdfs.136471.pdf.task,limestone,ROCK_DOC_overlappingpdfs.136471.pdf.task_385_0_1,steinvika limestone formation,"{385,0,1,""Steinvika Limestone""}",,1,1
2980,overlappingpdfs.138578.pdf.task,member,ROCK_DOC_overlappingpdfs.138578.pdf.task_4675_16_16,solsville member,"{4675,16,16,Solsville}",,1,0.996
33506,overlappingpdfs.132965.pdf.task,group,ROCK_DOC_overlappingpdfs.132965.pdf.task_411_5_6,xinminbao group,"{411,5,6,""Xinminbao Group""}",,1,1
42113,overlappingpdfs.138707.pdf.task,formation,ROCK_DOC_overlappingpdfs.138707.pdf.task_212_14_14,day formation,"{212,14,14,Day}",,1,1
118510,overlappingpdfs.136788.pdf.task,formation,ROCK_DOC_overlappingpdfs.136788.pdf.task_123_27_27,deerhope formation,"{123,27,27,Deerhope}",,1,1
80987,overlappingpdfs.133025.pdf.task,member,ROCK_DOC_overlappingpdfs.133025.pdf.task_72_11_11,bidestan member,"{72,11,11,Bidestan}",,1,1
50710,overlappingpdfs.138573.pdf.task,formation,ROCK_DOC_overlappingpdfs.138573.pdf.task_4403_16_17,bone valley formation,"{4403,16,17,""Bone Valley""}",,1,0.996
98741,overlappingpdfs.1328.pdf.task,formation,ROCK_DOC_overlappingpdfs.1328.pdf.task_67_25_25,bahariya formation,"{67,25,25,Bahariya}",,1,0.996
76872,overlappingpdfs.138170.pdf.task,formation,ROCK_DOC_overlappingpdfs.138170.pdf.task_640_4_4,patagonian formation,"{640,4,4,Patagonian}",,1,1
6815,overlappingpdfs.138450.pdf.task,formation,ROCK_DOC_overlappingpdfs.138450.pdf.task_773_11_13,fort union formation,"{773,11,13,""Fort Union Formation""}",,1,0.996
130409,overlappingpdfs.132745.pdf.task,member,ROCK_DOC_overlappingpdfs.132745.pdf.task_383_4_5,khartam member,"{383,4,5,""Khartam Member""}",,1,1
24731,overlappingpdfs.132629.pdf.task,formation,ROCK_DOC_overlappingpdfs.132629.pdf.task_31_12_12,wessex formation,"{31,12,12,Wessex}",,1,0.996
109892,overlappingpdfs.132098.pdf.task,formation,ROCK_DOC_overlappingpdfs.132098.pdf.task_352_19_20,borglum river formation,"{352,19,20,""Borglum River""}",,1,1
97692,overlappingpdfs.138519.pdf.task,ash,ROCK_DOC_overlappingpdfs.138519.pdf.task_6470_37_37,creek ash,"{6470,37,37,Creek}",,1,1
63726,overlappingpdfs.133475.pdf.task,formation,ROCK_DOC_overlappingpdfs.133475.pdf.task_44_22_22,yixian formation,"{44,22,22,Yixian}",,1,0.997
70750,overlappingpdfs.130183.pdf.task,formation,ROCK_DOC_overlappingpdfs.130183.pdf.task_206_18_18,quilon formation,"{206,18,18,Quilon}",,1,1
92449,overlappingpdfs.132463.pdf.task,formation,ROCK_DOC_overlappingpdfs.132463.pdf.task_812_6_7,kuwajima formation,"{812,6,7,""Kuwajima Formation""}",,1,0.998
147293,overlappingpdfs.138453.pdf.task,formation,ROCK_DOC_overlappingpdfs.138453.pdf.task_953_54_55,cedar valley formation,"{953,54,55,""Cedar Valley""}",,1,1
8526,overlappingpdfs.138450.pdf.task,formation,ROCK_DOC_overlappingpdfs.138450.pdf.task_1421_2_2,uinta formation,"{1421,2,2,Uinta}",,1,0.996
150364,overlappingpdfs.138482.pdf.task,member,ROCK_DOC_overlappingpdfs.138482.pdf.task_787_3_3,siltstone member,"{787,3,3,Siltstone}",,1,0.996
57544,overlappingpdfs.135881.pdf.task,group,ROCK_DOC_overlappingpdfs.135881.pdf.task_39_13_13,omo group,"{39,13,13,Omo}",,1,1
83831,overlappingpdfs.136925.pdf.task,limestone,ROCK_DOC_overlappingpdfs.136925.pdf.task_399_19_20,boda limestone formation,"{399,19,20,""Boda Limestone""}",,1,0.996
144915,overlappingpdfs.138624.pdf.task,formation,ROCK_DOC_overlappingpdfs.138624.pdf.task_4453_0_1,ferron point formation,"{4453,0,1,""Ferron Point""}",,1,0.996
133127,overlappingpdfs.133063.pdf.task,mudstone,ROCK_DOC_overlappingpdfs.133063.pdf.task_1752_8_9,superstes mudstone,"{1752,8,9,""Superstes Mudstone""}",,1,0.996
97245,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_4977_13_14,snake creek formation,"{4977,13,14,""Snake Creek""}",,1,1
47247,overlappingpdfs.138707.pdf.task,member,ROCK_DOC_overlappingpdfs.138707.pdf.task_1092_24_24,valley member,"{1092,24,24,Valley}",,1,1
30718,overlappingpdfs.133017.pdf.task,member,ROCK_DOC_overlappingpdfs.133017.pdf.task_37_11_12,nova olinda member,"{37,11,12,""Nova Olinda""}",,1,0.996
54326,overlappingpdfs.138859.pdf.task,siltstone,ROCK_DOC_overlappingpdfs.138859.pdf.task_1069_20_21,greta siltstone,"{1069,20,21,""Greta Siltstone""}",,1,0.996
57164,overlappingpdfs.132242.pdf.task,coal,ROCK_DOC_overlappingpdfs.132242.pdf.task_865_19_20,cerrejon coal,"{865,19,20,""Cerrejon Coal""}",,1,1
118024,overlappingpdfs.132630.pdf.task,group,ROCK_DOC_overlappingpdfs.132630.pdf.task_921_16_17,tetori group,"{921,16,17,""Tetori Group""}",,1,0.996
35634,overlappingpdfs.132470.pdf.task,group,ROCK_DOC_overlappingpdfs.132470.pdf.task_821_1_1,chinle group,"{821,1,1,Chinle}",,1,0.996
54187,overlappingpdfs.138622.pdf.task,formation,ROCK_DOC_overlappingpdfs.138622.pdf.task_3180_6_7,rosebud formation,"{3180,6,7,""Rosebud Formation""}",,1,1
19232,overlappingpdfs.138449.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.138449.pdf.task_417_1_1,eagle sandstone,"{417,1,1,Eagle}",,1,1
22612,overlappingpdfs.131739.pdf.task,group,ROCK_DOC_overlappingpdfs.131739.pdf.task_11_11_12,galena group,"{11,11,12,""Galena Group""}",,1,0.996
13545,overlappingpdfs.138679.pdf.task,member,ROCK_DOC_overlappingpdfs.138679.pdf.task_328_3_5,juana lopez member,"{328,3,5,""Juana Lopez Member""}",,1,1
134669,overlappingpdfs.133063.pdf.task,member,ROCK_DOC_overlappingpdfs.133063.pdf.task_1423_21_22,grange hill member,"{1423,21,22,""Grange Hill""}",,1,1
113639,overlappingpdfs.132096.pdf.task,formation,ROCK_DOC_overlappingpdfs.132096.pdf.task_1269_5_6,khuff formation,"{1269,5,6,""Khuff Formation""}",,1,1
72377,overlappingpdfs.132567.pdf.task,formation,ROCK_DOC_overlappingpdfs.132567.pdf.task_193_9_10,sanjushan formation,"{193,9,10,""Sanjushan Formation""}",,1,0.996
85446,overlappingpdfs.138407.pdf.task,formation,ROCK_DOC_overlappingpdfs.138407.pdf.task_6383_18_19,huerfano formation,"{6383,18,19,""Huerfano Formation""}",,1,0.996
13327,overlappingpdfs.131777.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.131777.pdf.task_383_9_10,pound sandstone,"{383,9,10,""Pound Sandstone""}",,1,1
122498,overlappingpdfs.131915.pdf.task,shale,ROCK_DOC_overlappingpdfs.131915.pdf.task_55_7_7,waldron shale,"{55,7,7,Waldron}",,1,1
1916,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_756_16_16,formation formation,"{756,16,16,formation}",,1,1
109456,overlappingpdfs.132753.pdf.task,formation,ROCK_DOC_overlappingpdfs.132753.pdf.task_1102_16_16,malongulli formation,"{1102,16,16,Malongulli}",,1,0.996
105208,overlappingpdfs.135584.pdf.task,formation,ROCK_DOC_overlappingpdfs.135584.pdf.task_13_20_21,doushantuo formation,"{13,20,21,""Doushantuo Formation""}",,1,0.997
91739,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_5004_10_11,olcott formation,"{5004,10,11,""Olcott Formation""}",,1,1
31826,overlappingpdfs.1341.pdf.task,formation,ROCK_DOC_overlappingpdfs.1341.pdf.task_548_15_16,bone valley formation,"{548,15,16,""Bone Valley""}",,1,0.996
153113,overlappingpdfs.133080.pdf.task,formation,ROCK_DOC_overlappingpdfs.133080.pdf.task_50_1_2,chinle formation,"{50,1,2,""Chinle Formation""}",,1,1
7938,overlappingpdfs.138375.pdf.task,group,ROCK_DOC_overlappingpdfs.138375.pdf.task_325_16_16,age group,"{325,16,16,age}",,1,0.996
136713,overlappingpdfs.132360.pdf.task,formation,ROCK_DOC_overlappingpdfs.132360.pdf.task_363_47_48,day creek formation,"{363,47,48,""Day Creek""}",,1,1
147954,overlappingpdfs.138624.pdf.task,limestone,ROCK_DOC_overlappingpdfs.138624.pdf.task_2799_35_37,thunder bay limestone formation,"{2799,35,37,""Thunder Bay Limestone""}",,1,0.996
146706,overlappingpdfs.133067.pdf.task,formation,ROCK_DOC_overlappingpdfs.133067.pdf.task_65_4_4,qipan formation,"{65,4,4,Qipan}",,1,0.995
109851,overlappingpdfs.132098.pdf.task,formation,ROCK_DOC_overlappingpdfs.132098.pdf.task_228_42_43,stony mountain formation,"{228,42,43,""Stony Mountain""}",,1,0.996
92313,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_239_24_26,sheep creek formation,"{239,24,26,""Sheep Creek Formation""}",,1,0.996
107808,overlappingpdfs.132098.pdf.task,formation,ROCK_DOC_overlappingpdfs.132098.pdf.task_761_5_6,bardahessiagh formation,"{761,5,6,""Bardahessiagh Formation""}",,1,1
120560,overlappingpdfs.138462.pdf.task,silt,ROCK_DOC_overlappingpdfs.138462.pdf.task_301_7_9,round mountain silt,"{301,7,9,""Round Mountain Silt""}",,1,1
13653,overlappingpdfs.130330.pdf.task,member,ROCK_DOC_overlappingpdfs.130330.pdf.task_107_16_16,hofergraben member,"{107,16,16,Hofergraben}",,1,0.996
57006,overlappingpdfs.138622.pdf.task,member,ROCK_DOC_overlappingpdfs.138622.pdf.task_1764_34_35,vista member,"{1764,34,35,""Vista Member""}",,1,0.999
62529,overlappingpdfs.138755.pdf.task,formation,ROCK_DOC_overlappingpdfs.138755.pdf.task_1464_10_11,clayton formation,"{1464,10,11,""Clayton Formation""}",,1,0.999
79442,overlappingpdfs.131603.pdf.task,formation,ROCK_DOC_overlappingpdfs.131603.pdf.task_80_9_9,sandia formation,"{80,9,9,Sandia}",,1,0.984
8252,overlappingpdfs.138375.pdf.task,shale,ROCK_DOC_overlappingpdfs.138375.pdf.task_3835_13_13,gray shale,"{3835,13,13,gray}",,1,1
88803,overlappingpdfs.138519.pdf.task,ash,ROCK_DOC_overlappingpdfs.138519.pdf.task_1717_26_26,creek ash,"{1717,26,26,Creek}",,1,1
35682,overlappingpdfs.132535.pdf.task,clay,ROCK_DOC_overlappingpdfs.132535.pdf.task_821_7_7,london clay,"{821,7,7,London}",,1,0.996
59963,overlappingpdfs.138658.pdf.task,shale,ROCK_DOC_overlappingpdfs.138658.pdf.task_3315_77_78,ledyard shale,"{3315,77,78,""Ledyard Shale""}",,1,1
31274,overlappingpdfs.135473.pdf.task,limestone,ROCK_DOC_overlappingpdfs.135473.pdf.task_676_20_22,buchans cave limestone formation,"{676,20,22,""Buchans Cave Limestone""}",,1,0.996
115052,overlappingpdfs.138424.pdf.task,beds,ROCK_DOC_overlappingpdfs.138424.pdf.task_274_38_39,white beds formation,"{274,38,39,""White Beds""}",,1,0.996
146848,overlappingpdfs.132.pdf.task,formation,ROCK_DOC_overlappingpdfs.132.pdf.task_726_7_7,santana formation,"{726,7,7,Santana}",,1,1
71671,overlappingpdfs.136699.pdf.task,member,ROCK_DOC_overlappingpdfs.136699.pdf.task_91_27_27,mallow member,"{91,27,27,Mallow}",,1,1
90783,overlappingpdfs.138519.pdf.task,ash,ROCK_DOC_overlappingpdfs.138519.pdf.task_5106_9_9,creek ash,"{5106,9,9,Creek}",,1,0.991
18545,overlappingpdfs.132858.pdf.task,beds,ROCK_DOC_overlappingpdfs.132858.pdf.task_18_1_3,genoa river beds formation,"{18,1,3,""Genoa River Beds""}",,1,0.996
60512,overlappingpdfs.133475.pdf.task,formation,ROCK_DOC_overlappingpdfs.133475.pdf.task_148_6_6,jiufotang formation,"{148,6,6,Jiufotang}",,1,0.989
90497,overlappingpdfs.138519.pdf.task,member,ROCK_DOC_overlappingpdfs.138519.pdf.task_4660_0_0,type member,"{4660,0,0,Type}",,1,1
66452,overlappingpdfs.133100.pdf.task,formation,ROCK_DOC_overlappingpdfs.133100.pdf.task_1162_7_8,mytton formation,"{1162,7,8,""Mytton Formation""}",,1,0.996
90124,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_3780_12_13,sheep creek formation,"{3780,12,13,""Sheep Creek""}",,1,1
42000,overlappingpdfs.138707.pdf.task,group,ROCK_DOC_overlappingpdfs.138707.pdf.task_75_41_42,columbia river group,"{75,41,42,""Columbia River""}",,1,0.996
115712,overlappingpdfs.138424.pdf.task,formation,ROCK_DOC_overlappingpdfs.138424.pdf.task_970_6_6,gashato formation,"{970,6,6,Gashato}",,1,1
97095,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_4760_2_3,snake creek formation,"{4760,2,3,""Snake Creek""}",,1,1
7696,overlappingpdfs.132009.pdf.task,formation,ROCK_DOC_overlappingpdfs.132009.pdf.task_61_60_60,limestone formation,"{61,60,60,limestone}",,1,0.993
142951,overlappingpdfs.136763.pdf.task,formation,ROCK_DOC_overlappingpdfs.136763.pdf.task_51_10_12,day point formation,"{51,10,12,""Day Point Formation""}",,1,1
106230,overlappingpdfs.132527.pdf.task,formation,ROCK_DOC_overlappingpdfs.132527.pdf.task_1626_10_12,mccoy brook formation,"{1626,10,12,""McCoy Brook Formation""}",,1,0.996
107782,overlappingpdfs.133053.pdf.task,group,ROCK_DOC_overlappingpdfs.133053.pdf.task_137_9_11,signal hill group,"{137,9,11,""Signal Hill Group""}",,1,1
17487,overlappingpdfs.138593.pdf.task,group,ROCK_DOC_overlappingpdfs.138593.pdf.task_95_24_24,group group,"{95,24,24,group}",,1,1
41675,overlappingpdfs.132925.pdf.task,formation,ROCK_DOC_overlappingpdfs.132925.pdf.task_621_12_12,birstonas formation,"{621,12,12,Birstonas}",,1,1
6619,overlappingpdfs.138450.pdf.task,formation,ROCK_DOC_overlappingpdfs.138450.pdf.task_1904_2_3,oldman formation,"{1904,2,3,""Oldman Formation""}",,1,0.996
117624,overlappingpdfs.138424.pdf.task,formation,ROCK_DOC_overlappingpdfs.138424.pdf.task_759_48_48,djadochta formation,"{759,48,48,Djadochta}",,1,0.996
36869,overlappingpdfs.135822.pdf.task,formation,ROCK_DOC_overlappingpdfs.135822.pdf.task_215_27_28,hook head formation,"{215,27,28,""Hook Head""}",,1,1
57871,overlappingpdfs.138622.pdf.task,formation,ROCK_DOC_overlappingpdfs.138622.pdf.task_982_11_12,cypress hills formation,"{982,11,12,""Cypress Hills""}",,1,0.999
21065,overlappingpdfs.132730.pdf.task,formation,ROCK_DOC_overlappingpdfs.132730.pdf.task_328_9_10,crato formation,"{328,9,10,""Crato Formation""}",,1,0.996
81551,overlappingpdfs.132771.pdf.task,formation,ROCK_DOC_overlappingpdfs.132771.pdf.task_52_19_19,cazals formation,"{52,19,19,Cazals}",,1,0.996
142471,overlappingpdfs.132684.pdf.task,member,ROCK_DOC_overlappingpdfs.132684.pdf.task_572_3_4,leidapo member,"{572,3,4,""Leidapo Member""}",,1,0.996
148249,overlappingpdfs.138624.pdf.task,limestone,ROCK_DOC_overlappingpdfs.138624.pdf.task_3938_0_1,keokuk limestone formation,"{3938,0,1,""Keokuk Limestone""}",,1,0.996
106448,overlappingpdfs.132574.pdf.task,limestone,ROCK_DOC_overlappingpdfs.132574.pdf.task_193_16_17,burlington limestone formation,"{193,16,17,""Burlington Limestone""}",,1,1
43630,overlappingpdfs.138707.pdf.task,member,ROCK_DOC_overlappingpdfs.138707.pdf.task_2008_16_17,haystack valley member,"{2008,16,17,""Haystack Valley""}",,1,1
25534,overlappingpdfs.132917.pdf.task,formation,ROCK_DOC_overlappingpdfs.132917.pdf.task_34_8_9,abrahamskraal formation,"{34,8,9,""Abrahamskraal Formation""}",,1,0.999
57908,overlappingpdfs.138622.pdf.task,ash,ROCK_DOC_overlappingpdfs.138622.pdf.task_1431_11_11,white ash,"{1431,11,11,White}",,1,0.999
53778,overlappingpdfs.138622.pdf.task,formations,ROCK_DOC_overlappingpdfs.138622.pdf.task_4517_0_1,harrison formations,"{4517,0,1,""Harrison Formations""}",,1,1
16000,overlappingpdfs.138449.pdf.task,formation,ROCK_DOC_overlappingpdfs.138449.pdf.task_103_16_17,judith river formation,"{103,16,17,""Judith River""}",,1,1
76699,overlappingpdfs.132723.pdf.task,member,ROCK_DOC_overlappingpdfs.132723.pdf.task_54_22_23,nova olinda member,"{54,22,23,""Nova Olinda""}",,1,0.992
118517,overlappingpdfs.136788.pdf.task,formation,ROCK_DOC_overlappingpdfs.136788.pdf.task_156_10_10,deerhope formation,"{156,10,10,Deerhope}",,1,1
104124,overlappingpdfs.130410.pdf.task,group,ROCK_DOC_overlappingpdfs.130410.pdf.task_341_11_11,shaiwa group,"{341,11,11,Shaiwa}",,1,1
66738,overlappingpdfs.133100.pdf.task,shale,ROCK_DOC_overlappingpdfs.133100.pdf.task_273_27_28,chasmops shale,"{273,27,28,""Chasmops Shale""}",,1,0.996
54473,overlappingpdfs.138622.pdf.task,formation,ROCK_DOC_overlappingpdfs.138622.pdf.task_1799_25_26,brule formation,"{1799,25,26,""Brule Formation""}",,1,1
39121,overlappingpdfs.131561.pdf.task,shale,ROCK_DOC_overlappingpdfs.131561.pdf.task_46_28_30,dunkirk black shale,"{46,28,30,""Dunkirk Black Shale""}",,1,1
5226,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_1474_14_15,monroe creek formation,"{1474,14,15,""Monroe Creek""}",,1,1
27093,overlappingpdfs.133094.pdf.task,formation,ROCK_DOC_overlappingpdfs.133094.pdf.task_374_15_16,bgzsnsnes formation,"{374,15,16,""Bgzsnsnes Formation""}",,1,1
87937,overlappingpdfs.138519.pdf.task,ash,ROCK_DOC_overlappingpdfs.138519.pdf.task_1033_9_9,creek ash,"{1033,9,9,Creek}",,1,1
138244,overlappingpdfs.132360.pdf.task,member,ROCK_DOC_overlappingpdfs.132360.pdf.task_1317_3_3,schulz member,"{1317,3,3,Schulz}",,1,1
16169,overlappingpdfs.138449.pdf.task,group,ROCK_DOC_overlappingpdfs.138449.pdf.task_229_16_16,montana group,"{229,16,16,Montana}",,1,0.996
1645,overlappingpdfs.138365.pdf.task,formations,ROCK_DOC_overlappingpdfs.138365.pdf.task_426_0_0,rosebud formations,"{426,0,0,Rosebud}",,1,0.996
141823,overlappingpdfs.138540.pdf.task,formation,ROCK_DOC_overlappingpdfs.138540.pdf.task_59_21_22,sheep creek formation,"{59,21,22,""Sheep Creek""}",,1,0.995
49607,overlappingpdfs.135769.pdf.task,shale,ROCK_DOC_overlappingpdfs.135769.pdf.task_455_42_43,wanakah shale,"{455,42,43,""Wanakah Shale""}",,1,1
43481,overlappingpdfs.138707.pdf.task,member,ROCK_DOC_overlappingpdfs.138707.pdf.task_1806_35_35,canyon member,"{1806,35,35,Canyon}",,1,1
108668,overlappingpdfs.132098.pdf.task,formation,ROCK_DOC_overlappingpdfs.132098.pdf.task_612_15_16,cape calhoun formation,"{612,15,16,""Cape Calhoun""}",,1,1
112138,overlappingpdfs.130182.pdf.task,bed,ROCK_DOC_overlappingpdfs.130182.pdf.task_1079_22_23,trilobite bed formation,"{1079,22,23,""Trilobite Bed""}",,1,0.996
12780,overlappingpdfs.138679.pdf.task,shale,ROCK_DOC_overlappingpdfs.138679.pdf.task_437_3_3,mancos shale,"{437,3,3,Mancos}",,1,1
148919,overlappingpdfs.138447.pdf.task,limestone,ROCK_DOC_overlappingpdfs.138447.pdf.task_96_9_10,maping limestone formation,"{96,9,10,""Maping Limestone""}",,1,0.995
63217,overlappingpdfs.138755.pdf.task,sand,ROCK_DOC_overlappingpdfs.138755.pdf.task_1885_55_56,providence sand,"{1885,55,56,""Providence Sand""}",,1,0.999
63731,overlappingpdfs.133475.pdf.task,member,ROCK_DOC_overlappingpdfs.133475.pdf.task_47_13_13,jianshangou member,"{47,13,13,Jianshangou}",,1,0.999
22561,overlappingpdfs.132529.pdf.task,formation,ROCK_DOC_overlappingpdfs.132529.pdf.task_65_4_6,buena vista formation,"{65,4,6,""Buena Vista Formation""}",,1,1
65300,overlappingpdfs.132666.pdf.task,formation,ROCK_DOC_overlappingpdfs.132666.pdf.task_987_5_6,chinle formation,"{987,5,6,""Chinle Formation""}",,1,0.996
29469,overlappingpdfs.137951.pdf.task,beds,ROCK_DOC_overlappingpdfs.137951.pdf.task_1988_10_11,creek beds formation,"{1988,10,11,""Creek beds""}",,1,1
16907,overlappingpdfs.138449.pdf.task,shale,ROCK_DOC_overlappingpdfs.138449.pdf.task_2080_27_27,alberta shale,"{2080,27,27,Alberta}",,1,0.996
36000,overlappingpdfs.132896.pdf.task,formation,ROCK_DOC_overlappingpdfs.132896.pdf.task_7_5_6,morrison formation,"{7,5,6,""Morrison Formation""}",,1,0.996
22727,overlappingpdfs.131458.pdf.task,formation,ROCK_DOC_overlappingpdfs.131458.pdf.task_45_3_3,range formation,"{45,3,3,Range}",,1,1
111618,overlappingpdfs.133113.pdf.task,member,ROCK_DOC_overlappingpdfs.133113.pdf.task_43_10_11,nova olinda member,"{43,10,11,""Nova Olinda""}",,1,0.988
74458,overlappingpdfs.132490.pdf.task,formation,ROCK_DOC_overlappingpdfs.132490.pdf.task_1489_9_10,daye formation,"{1489,9,10,""Daye Formation""}",,1,0.995
144645,overlappingpdfs.138624.pdf.task,formation,ROCK_DOC_overlappingpdfs.138624.pdf.task_3223_38_38,limestone formation,"{3223,38,38,Limestone}",,1,0.996
86501,overlappingpdfs.133020.pdf.task,formation,ROCK_DOC_overlappingpdfs.133020.pdf.task_134_10_10,xiala formation,"{134,10,10,Xiala}",,1,0.996
