id,docid,type,eid,entity,prov,is_correct,category,expectation
114389,overlappingpdfs.132096.pdf.task,formation,ROCK_DOC_overlappingpdfs.132096.pdf.task_1016_9_9,khuff formation,"{1016,9,9,Khuff}",,1,1
124547,overlappingpdfs.132593.pdf.task,formation,ROCK_DOC_overlappingpdfs.132593.pdf.task_209_15_15,amarilla formation,"{209,15,15,Amarilla}",,1,0.996
62696,overlappingpdfs.132612.pdf.task,shale,ROCK_DOC_overlappingpdfs.132612.pdf.task_64_14_15,oraparinna shale,"{64,14,15,""Oraparinna Shale""}",,1,0.999
13209,overlappingpdfs.136141.pdf.task,shale,ROCK_DOC_overlappingpdfs.136141.pdf.task_455_13_15,orchard creek shale,"{455,13,15,""Orchard Creek Shale""}",,1,0.996
135223,overlappingpdfs.135414.pdf.task,group,ROCK_DOC_overlappingpdfs.135414.pdf.task_119_9_9,montana group,"{119,9,9,Montana}",,1,0.994
22950,overlappingpdfs.132529.pdf.task,formation,ROCK_DOC_overlappingpdfs.132529.pdf.task_58_8_9,buena vista formation,"{58,8,9,""Buena Vista""}",,1,0.996
36802,overlappingpdfs.139.pdf.task,member,ROCK_DOC_overlappingpdfs.139.pdf.task_1093_3_4,brushy basin member,"{1093,3,4,""Brushy Basin""}",,1,1
71607,overlappingpdfs.138613.pdf.task,bed,ROCK_DOC_overlappingpdfs.138613.pdf.task_4319_12_14,koonwarra fossil bed formation,"{4319,12,14,""Koonwarra fossil bed""}",,1,0.996
139523,overlappingpdfs.132831.pdf.task,formation,ROCK_DOC_overlappingpdfs.132831.pdf.task_895_12_13,cedar mountain formation,"{895,12,13,""Cedar Mountain""}",,1,0.996
107982,overlappingpdfs.130492.pdf.task,group,ROCK_DOC_overlappingpdfs.130492.pdf.task_395_16_16,montana group,"{395,16,16,Montana}",,1,0.996
147511,overlappingpdfs.138453.pdf.task,formations,ROCK_DOC_overlappingpdfs.138453.pdf.task_2244_4_4,delaware formations,"{2244,4,4,Delaware}",,1,1
2499,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_3513_19_19,formation formation,"{3513,19,19,formation}",,1,1
137791,overlappingpdfs.13016.pdf.task,chalk,ROCK_DOC_overlappingpdfs.13016.pdf.task_237_1_1,clarendon chalk,"{237,1,1,Clarendon}",,1,1
59645,overlappingpdfs.133475.pdf.task,formation,ROCK_DOC_overlappingpdfs.133475.pdf.task_125_9_10,wessex formation,"{125,9,10,""Wessex Formation""}",,1,0.999
118706,overlappingpdfs.132630.pdf.task,group,ROCK_DOC_overlappingpdfs.132630.pdf.task_51_35_36,dinosaur research group,"{51,35,36,""Dinosaur Research""}",,1,0.996
70462,overlappingpdfs.138613.pdf.task,formation,ROCK_DOC_overlappingpdfs.138613.pdf.task_191_4_5,santana formation,"{191,4,5,""Santana Formation""}",,1,0.996
76237,overlappingpdfs.133023.pdf.task,formation,ROCK_DOC_overlappingpdfs.133023.pdf.task_58_16_17,qusseir formation,"{58,16,17,""Qusseir Formation""}",,1,1
26531,overlappingpdfs.132917.pdf.task,formation,ROCK_DOC_overlappingpdfs.132917.pdf.task_34_25_25,carnarvon formation,"{34,25,25,Carnarvon}",,1,1
141844,overlappingpdfs.138540.pdf.task,beds,ROCK_DOC_overlappingpdfs.138540.pdf.task_424_96_98,deep river beds formation,"{424,96,98,""Deep River Beds""}",,1,0.996
72176,overlappingpdfs.1346.pdf.task,formation,ROCK_DOC_overlappingpdfs.1346.pdf.task_680_17_18,burnside formation,"{680,17,18,""Burnside Formation""}",,1,0.996
25306,overlappingpdfs.138465.pdf.task,dolomite,ROCK_DOC_overlappingpdfs.138465.pdf.task_2966_29_29,trigonodus dolomite,"{2966,29,29,Trigonodus}",,1,0.996
6356,overlappingpdfs.135545.pdf.task,limestone,ROCK_DOC_overlappingpdfs.135545.pdf.task_117_1_2,crouse limestone formation,"{117,1,2,""Crouse Limestone""}",,1,1
35017,overlappingpdfs.132470.pdf.task,group,ROCK_DOC_overlappingpdfs.132470.pdf.task_38_13_14,chinle group,"{38,13,14,""Chinle Group""}",,1,0.996
142865,overlappingpdfs.132455.pdf.task,clay,ROCK_DOC_overlappingpdfs.132455.pdf.task_164_19_20,oxford clay,"{164,19,20,""Oxford Clay""}",,1,0.996
32253,overlappingpdfs.135727.pdf.task,formations,ROCK_DOC_overlappingpdfs.135727.pdf.task_669_32_33,big clifty formations,"{669,32,33,""Big Clifty""}",,1,0.995
76741,overlappingpdfs.132723.pdf.task,formation,ROCK_DOC_overlappingpdfs.132723.pdf.task_301_2_2,crato formation,"{301,2,2,Crato}",,1,1
3331,overlappingpdfs.132547.pdf.task,formation,ROCK_DOC_overlappingpdfs.132547.pdf.task_955_21_22,limestone formation,"{955,21,22,""Limestone Formation""}",,1,0.996
3656,overlappingpdfs.132547.pdf.task,bed,ROCK_DOC_overlappingpdfs.132547.pdf.task_714_9_10,clematocrinus bed formation,"{714,9,10,""Clematocrinus Bed""}",,1,0.996
107495,overlappingpdfs.132098.pdf.task,formation,ROCK_DOC_overlappingpdfs.132098.pdf.task_550_11_13,kap jackson formation,"{550,11,13,""Kap Jackson Formation""}",,1,1
103784,overlappingpdfs.133073.pdf.task,member,ROCK_DOC_overlappingpdfs.133073.pdf.task_694_12_13,otar member,"{694,12,13,""Otar Member""}",,1,1
14066,overlappingpdfs.132505.pdf.task,formation,ROCK_DOC_overlappingpdfs.132505.pdf.task_608_3_3,kuwajima formation,"{608,3,3,Kuwajima}",,1,1
144000,overlappingpdfs.138453.pdf.task,member,ROCK_DOC_overlappingpdfs.138453.pdf.task_1669_11_11,tully member,"{1669,11,11,Tully}",,1,1
10284,overlappingpdfs.136715.pdf.task,formation,ROCK_DOC_overlappingpdfs.136715.pdf.task_156_3_3,michelle formation,"{156,3,3,Michelle}",,1,1
12738,overlappingpdfs.138679.pdf.task,member,ROCK_DOC_overlappingpdfs.138679.pdf.task_290_3_4,wall creek member,"{290,3,4,""Wall Creek""}",,1,1
42057,overlappingpdfs.138707.pdf.task,formation,ROCK_DOC_overlappingpdfs.138707.pdf.task_157_9_10,john day formation,"{157,9,10,""John Day""}",,1,1
33795,overlappingpdfs.132510.pdf.task,formation,ROCK_DOC_overlappingpdfs.132510.pdf.task_370_1_2,fur formation,"{370,1,2,""Fur Formation""}",,1,0.996
114361,overlappingpdfs.132096.pdf.task,formation,ROCK_DOC_overlappingpdfs.132096.pdf.task_638_23_23,khuff formation,"{638,23,23,Khuff}",,1,0.996
37733,overlappingpdfs.132659.pdf.task,member,ROCK_DOC_overlappingpdfs.132659.pdf.task_288_0_0,romualdo member,"{288,0,0,Romualdo}",,1,1
142655,overlappingpdfs.133311.pdf.task,formation,ROCK_DOC_overlappingpdfs.133311.pdf.task_167_29_30,xuanwei formation,"{167,29,30,""Xuanwei Formation""}",,1,1
26623,overlappingpdfs.138384.pdf.task,formation,ROCK_DOC_overlappingpdfs.138384.pdf.task_2040_16_16,gashato formation,"{2040,16,16,Gashato}",,1,1
70936,overlappingpdfs.1346.pdf.task,formation,ROCK_DOC_overlappingpdfs.1346.pdf.task_142_1_1,burnside formation,"{142,1,1,Burnside}",,1,1
150455,overlappingpdfs.136471.pdf.task,limestone,ROCK_DOC_overlappingpdfs.136471.pdf.task_310_12_13,steinvika limestone formation,"{310,12,13,""Steinvika Limestone""}",,1,0.996
5848,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_5300_17_17,sharps formation,"{5300,17,17,sharps}",,1,1
142818,overlappingpdfs.133067.pdf.task,formation,ROCK_DOC_overlappingpdfs.133067.pdf.task_507_9_10,keziliqiman formation,"{507,9,10,""Keziliqiman Formation""}",,1,0.996
121475,overlappingpdfs.138462.pdf.task,sand,ROCK_DOC_overlappingpdfs.138462.pdf.task_398_0_0,jewett sand,"{398,0,0,JEWETT}",,1,0.999
93377,overlappingpdfs.138393.pdf.task,group,ROCK_DOC_overlappingpdfs.138393.pdf.task_1285_19_19,newark group,"{1285,19,19,Newark}",,1,0.996
123423,overlappingpdfs.138462.pdf.task,sand,ROCK_DOC_overlappingpdfs.138462.pdf.task_675_16_17,pyramid hill sand,"{675,16,17,""Pyramid Hill""}",,1,1
98083,overlappingpdfs.135218.pdf.task,formation,ROCK_DOC_overlappingpdfs.135218.pdf.task_509_9_10,bromide formation,"{509,9,10,""Bromide Formation""}",,1,0.996
137315,overlappingpdfs.132360.pdf.task,formation,ROCK_DOC_overlappingpdfs.132360.pdf.task_2187_0_2,tuna canyon formation,"{2187,0,2,""Tuna Canyon Formation""}",,1,1
62873,overlappingpdfs.133097.pdf.task,formation,ROCK_DOC_overlappingpdfs.133097.pdf.task_15_32_34,london clay formation,"{15,32,34,""London Clay Formation""}",,1,1
23946,overlappingpdfs.132827.pdf.task,formation,ROCK_DOC_overlappingpdfs.132827.pdf.task_623_0_1,bjgzirkasholmen formation,"{623,0,1,""Bjgzirkasholmen Formation""}",,1,1
90581,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_4832_18_18,olcott formation,"{4832,18,18,Olcott}",,1,1
150645,overlappingpdfs.132985.pdf.task,member,ROCK_DOC_overlappingpdfs.132985.pdf.task_255_5_6,bembridge marls member,"{255,5,6,""Bembridge Marls""}",,1,0.996
30400,overlappingpdfs.132393.pdf.task,formation,ROCK_DOC_overlappingpdfs.132393.pdf.task_717_6_9,cynodont from santa maria formation,"{717,6,9,""CYNODONT FROM SANTA MARIA""}",,1,1
99303,overlappingpdfs.133075.pdf.task,formation,ROCK_DOC_overlappingpdfs.133075.pdf.task_1647_5_5,climie formation,"{1647,5,5,Climie}",,1,0.999
111824,overlappingpdfs.132441.pdf.task,formation,ROCK_DOC_overlappingpdfs.132441.pdf.task_414_13_15,la huerguina formation,"{414,13,15,""La Huerguina Formation""}",,1,0.996
133354,overlappingpdfs.133063.pdf.task,member,ROCK_DOC_overlappingpdfs.133063.pdf.task_913_8_10,grange hill member,"{913,8,10,""Grange Hill Member""}",,1,1
131231,overlappingpdfs.132899.pdf.task,formation,ROCK_DOC_overlappingpdfs.132899.pdf.task_1382_2_2,emigrant formation,"{1382,2,2,Emigrant}",,1,0.996
91702,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_1977_26_27,harrison formation,"{1977,26,27,""Harrison Formation""}",,1,1
138317,overlappingpdfs.132360.pdf.task,shale,ROCK_DOC_overlappingpdfs.132360.pdf.task_2230_12_12,holz shale,"{2230,12,12,Holz}",,1,1
126701,overlappingpdfs.136624.pdf.task,clay,ROCK_DOC_overlappingpdfs.136624.pdf.task_517_13_13,kalby clay,"{517,13,13,Kalby}",,1,1
33853,overlappingpdfs.132936.pdf.task,formations,ROCK_DOC_overlappingpdfs.132936.pdf.task_1070_9_10,purbeck formations,"{1070,9,10,""Purbeck Formations""}",,1,1
30167,overlappingpdfs.135536.pdf.task,chalk,ROCK_DOC_overlappingpdfs.135536.pdf.task_122_25_26,white chalk,"{122,25,26,""White Chalk""}",,1,0.996
67758,overlappingpdfs.138388.pdf.task,chalk,ROCK_DOC_overlappingpdfs.138388.pdf.task_1807_20_21,english chalk,"{1807,20,21,""English Chalk""}",,1,0.996
119900,overlappingpdfs.136670.pdf.task,beds,ROCK_DOC_overlappingpdfs.136670.pdf.task_215_12_13,visby beds formation,"{215,12,13,""Visby Beds""}",,1,0.998
50032,overlappingpdfs.133060.pdf.task,formation,ROCK_DOC_overlappingpdfs.133060.pdf.task_245_4_4,nora formation,"{245,4,4,Nora}",,1,0.996
86307,overlappingpdfs.135105.pdf.task,limestone,ROCK_DOC_overlappingpdfs.135105.pdf.task_364_24_25,quilon limestone formation,"{364,24,25,""Quilon Limestone""}",,1,1
110836,overlappingpdfs.135252.pdf.task,member,ROCK_DOC_overlappingpdfs.135252.pdf.task_491_8_8,hofergraben member,"{491,8,8,Hofergraben}",,1,0.999
107681,overlappingpdfs.132836.pdf.task,limestone,ROCK_DOC_overlappingpdfs.132836.pdf.task_17_5_6,windjana limestone formation,"{17,5,6,""Windjana Limestone""}",,1,1
103028,overlappingpdfs.130551.pdf.task,mudstone,ROCK_DOC_overlappingpdfs.130551.pdf.task_375_9_9,adam mudstone,"{375,9,9,Adam}",,1,0.996
19010,overlappingpdfs.138449.pdf.task,formation,ROCK_DOC_overlappingpdfs.138449.pdf.task_190_34_34,river formation,"{190,34,34,River}",,1,1
111584,overlappingpdfs.131397.pdf.task,shale,ROCK_DOC_overlappingpdfs.131397.pdf.task_337_18_18,burgess shale,"{337,18,18,Burgess}",,1,0.995
132565,overlappingpdfs.13950.pdf.task,clay,ROCK_DOC_overlappingpdfs.13950.pdf.task_753_34_34,london clay,"{753,34,34,London}",,1,1
66297,overlappingpdfs.131645.pdf.task,formation,ROCK_DOC_overlappingpdfs.131645.pdf.task_78_7_7,laborcita formation,"{78,7,7,Laborcita}",,1,0.996
83307,overlappingpdfs.132482.pdf.task,formation,ROCK_DOC_overlappingpdfs.132482.pdf.task_95_15_18,cerro de las cabras formation,"{95,15,18,""Cerro de Las Cabras""}",,1,0.992
107243,overlappingpdfs.132923.pdf.task,formation,ROCK_DOC_overlappingpdfs.132923.pdf.task_241_1_1,katiki formation,"{241,1,1,katiki}",,1,1
6380,overlappingpdfs.132874.pdf.task,supergroup,ROCK_DOC_overlappingpdfs.132874.pdf.task_15_12_13,newark supergroup,"{15,12,13,""Newark Supergroup""}",,1,0.996
10417,overlappingpdfs.138375.pdf.task,group,ROCK_DOC_overlappingpdfs.138375.pdf.task_627_17_17,age group,"{627,17,17,age}",,1,1
94041,overlappingpdfs.138519.pdf.task,ash,ROCK_DOC_overlappingpdfs.138519.pdf.task_224_7_7,creek ash,"{224,7,7,Creek}",,1,0.996
106398,overlappingpdfs.132862.pdf.task,formation,ROCK_DOC_overlappingpdfs.132862.pdf.task_2793_11_12,wewoka formation,"{2793,11,12,""Wewoka Formation""}",,1,1
55779,overlappingpdfs.138622.pdf.task,formation,ROCK_DOC_overlappingpdfs.138622.pdf.task_6065_9_10,fort logan formation,"{6065,9,10,""Fort Logan""}",,1,0.996
77821,overlappingpdfs.132401.pdf.task,group,ROCK_DOC_overlappingpdfs.132401.pdf.task_937_0_0,within group,"{937,0,0,Within}",,1,0.996
31954,overlappingpdfs.135114.pdf.task,group,ROCK_DOC_overlappingpdfs.135114.pdf.task_223_12_12,group group,"{223,12,12,Group}",,1,0.996
108227,overlappingpdfs.133053.pdf.task,formation,ROCK_DOC_overlappingpdfs.133053.pdf.task_523_14_15,mistaken point formation,"{523,14,15,""Mistaken Point""}",,1,0.996
9768,overlappingpdfs.135545.pdf.task,limestone,ROCK_DOC_overlappingpdfs.135545.pdf.task_87_24_25,crouse limestone formation,"{87,24,25,""Crouse Limestone""}",,1,1
27087,overlappingpdfs.138709.pdf.task,formation,ROCK_DOC_overlappingpdfs.138709.pdf.task_243_28_29,chadron formation,"{243,28,29,""Chadron Formation""}",,1,0.996
92430,overlappingpdfs.132162.pdf.task,formation,ROCK_DOC_overlappingpdfs.132162.pdf.task_100_0_1,karabstau formation,"{100,0,1,""Karabstau Formation""}",,1,0.999
74070,overlappingpdfs.132490.pdf.task,formation,ROCK_DOC_overlappingpdfs.132490.pdf.task_168_14_14,daye formation,"{168,14,14,Daye}",,1,1
80736,overlappingpdfs.131614.pdf.task,group,ROCK_DOC_overlappingpdfs.131614.pdf.task_814_16_16,community group,"{814,16,16,Community}",,1,0.996
5506,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_2802_7_7,formation formation,"{2802,7,7,formation}",,1,0.995
128773,overlappingpdfs.137387.pdf.task,beds,ROCK_DOC_overlappingpdfs.137387.pdf.task_412_8_9,oreodon beds formation,"{412,8,9,""Oreodon Beds""}",,1,0.996
43428,overlappingpdfs.138707.pdf.task,formation,ROCK_DOC_overlappingpdfs.138707.pdf.task_1779_5_5,day formation,"{1779,5,5,Day}",,1,1
75818,overlappingpdfs.132161.pdf.task,formation,ROCK_DOC_overlappingpdfs.132161.pdf.task_10_0_0,aren formation,"{10,0,0,AREN}",,1,1
112264,overlappingpdfs.136319.pdf.task,shale,ROCK_DOC_overlappingpdfs.136319.pdf.task_337_18_19,burgess shale,"{337,18,19,""Burgess Shale""}",,1,0.996
84892,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_3336_6_7,harrison formation,"{3336,6,7,""Harrison Formation""}",,1,1
29514,overlappingpdfs.137951.pdf.task,beds,ROCK_DOC_overlappingpdfs.137951.pdf.task_3609_13_14,creek beds formation,"{3609,13,14,""Creek beds""}",,1,0.996
100906,overlappingpdfs.132301.pdf.task,formation,ROCK_DOC_overlappingpdfs.132301.pdf.task_931_2_5,cerro de las cabras formation,"{931,2,5,""Cerro de Las Cabras""}",,1,0.996
11326,overlappingpdfs.138679.pdf.task,shale,ROCK_DOC_overlappingpdfs.138679.pdf.task_341_0_1,mancos shale,"{341,0,1,""Mancos Shale""}",,1,1
113052,overlappingpdfs.132096.pdf.task,formation,ROCK_DOC_overlappingpdfs.132096.pdf.task_2180_6_6,khuff formation,"{2180,6,6,Khuff}",,1,1
91891,overlappingpdfs.138407.pdf.task,formation,ROCK_DOC_overlappingpdfs.138407.pdf.task_5852_21_22,nacimiento formation,"{5852,21,22,""Nacimiento Formation""}",,1,0.996
87940,overlappingpdfs.138519.pdf.task,ash,ROCK_DOC_overlappingpdfs.138519.pdf.task_1034_2_2,agate ash,"{1034,2,2,Agate}",,1,0.999
119747,overlappingpdfs.138012.pdf.task,coal,ROCK_DOC_overlappingpdfs.138012.pdf.task_215_2_2,american coal,"{215,2,2,American}",,1,1
15020,overlappingpdfs.138449.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.138449.pdf.task_421_36_37,eagle sandstone,"{421,36,37,""Eagle Sandstone""}",,1,1
134400,overlappingpdfs.133063.pdf.task,group,ROCK_DOC_overlappingpdfs.133063.pdf.task_52_4_4,ribband group,"{52,4,4,Ribband}",,1,0.996
147267,overlappingpdfs.138453.pdf.task,formation,ROCK_DOC_overlappingpdfs.138453.pdf.task_837_18_18,tully formation,"{837,18,18,Tully}",,1,1
29637,overlappingpdfs.138334.pdf.task,member,ROCK_DOC_overlappingpdfs.138334.pdf.task_327_1_2,morrow creek member,"{327,1,2,""Morrow Creek""}",,1,1
49188,overlappingpdfs.135259.pdf.task,formation,ROCK_DOC_overlappingpdfs.135259.pdf.task_46_6_8,hell creek formation,"{46,6,8,""Hell Creek Formation""}",,1,0.996
113039,overlappingpdfs.132096.pdf.task,formation,ROCK_DOC_overlappingpdfs.132096.pdf.task_1955_9_9,khuff formation,"{1955,9,9,Khuff}",,1,0.996
26500,overlappingpdfs.132827.pdf.task,limestone,ROCK_DOC_overlappingpdfs.132827.pdf.task_461_8_9,lanna limestone formation,"{461,8,9,""Lanna Limestone""}",,1,1
79061,overlappingpdfs.133025.pdf.task,formation,ROCK_DOC_overlappingpdfs.133025.pdf.task_37_1_2,nayband formation,"{37,1,2,""Nayband Formation""}",,1,1
56428,overlappingpdfs.1395.pdf.task,formation,ROCK_DOC_overlappingpdfs.1395.pdf.task_561_1_1,willwood formation,"{561,1,1,Willwood}",,1,0.998
110560,overlappingpdfs.130192.pdf.task,formation,ROCK_DOC_overlappingpdfs.130192.pdf.task_214_50_50,amabel formation,"{214,50,50,Amabel}",,1,0.996
110461,overlappingpdfs.132583.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.132583.pdf.task_1213_19_20,red sandstone,"{1213,19,20,""Red Sandstone""}",,1,1
62050,overlappingpdfs.138755.pdf.task,sand,ROCK_DOC_overlappingpdfs.138755.pdf.task_4403_8_8,fossils sand,"{4403,8,8,fossils}",,1,1
151970,overlappingpdfs.138665.pdf.task,formation,ROCK_DOC_overlappingpdfs.138665.pdf.task_2548_3_4,djadokhta formation,"{2548,3,4,""Djadokhta Formation""}",,1,1
141420,overlappingpdfs.133545.pdf.task,formation,ROCK_DOC_overlappingpdfs.133545.pdf.task_301_47_47,kongtaiaikengou formation,"{301,47,47,Kongtaiaikengou}",,1,0.973
26996,overlappingpdfs.138465.pdf.task,sandstone,ROCK_DOC_overlappingpdfs.138465.pdf.task_3693_0_0,shedhom sandstone,"{3693,0,0,Shedhom}",,1,0.996
152173,overlappingpdfs.132458.pdf.task,formation,ROCK_DOC_overlappingpdfs.132458.pdf.task_20_11_11,lourinha formation,"{20,11,11,Lourinha}",,1,0.996
29404,overlappingpdfs.132840.pdf.task,formation,ROCK_DOC_overlappingpdfs.132840.pdf.task_31_24_24,hsiangyang formation,"{31,24,24,Hsiangyang}",,1,1
139721,overlappingpdfs.135104.pdf.task,member,ROCK_DOC_overlappingpdfs.135104.pdf.task_125_5_5,alfarcito member,"{125,5,5,Alfarcito}",,1,1
132909,overlappingpdfs.133063.pdf.task,formation,ROCK_DOC_overlappingpdfs.133063.pdf.task_1409_14_15,campile formation,"{1409,14,15,""Campile Formation""}",,1,1
89642,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_2697_11_11,marsland formation,"{2697,11,11,Marsland}",,1,1
153439,overlappingpdfs.132458.pdf.task,group,ROCK_DOC_overlappingpdfs.132458.pdf.task_831_11_11,trinity group,"{831,11,11,Trinity}",,1,0.996
5698,overlappingpdfs.138365.pdf.task,formation,ROCK_DOC_overlappingpdfs.138365.pdf.task_3582_24_24,harrison formation,"{3582,24,24,Harrison}",,1,1
83929,overlappingpdfs.136334.pdf.task,shales,ROCK_DOC_overlappingpdfs.136334.pdf.task_58_9_10,hughley shales,"{58,9,10,""Hughley Shales""}",,1,0.996
88936,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_1864_6_6,olcott formation,"{1864,6,6,Olcott}",,1,1
123506,overlappingpdfs.138462.pdf.task,formation,ROCK_DOC_overlappingpdfs.138462.pdf.task_2280_53_53,vaqueros formation,"{2280,53,53,Vaqueros}",,1,1
80478,overlappingpdfs.132206.pdf.task,sand,ROCK_DOC_overlappingpdfs.132206.pdf.task_770_15_15,cliff sand,"{770,15,15,Cliff}",,1,0.996
150925,overlappingpdfs.132354.pdf.task,formation,ROCK_DOC_overlappingpdfs.132354.pdf.task_166_3_4,martinsburg formation,"{166,3,4,""Martinsburg Formation""}",,1,1
125145,overlappingpdfs.131439.pdf.task,member,ROCK_DOC_overlappingpdfs.131439.pdf.task_445_12_13,gleesons limestone member,"{445,12,13,""Gleesons Limestone""}",,1,1
52703,overlappingpdfs.132759.pdf.task,dolomite,ROCK_DOC_overlappingpdfs.132759.pdf.task_50_11_11,bighorn dolomite,"{50,11,11,Bighorn}",,1,0.998
31182,overlappingpdfs.139190.pdf.task,beds,ROCK_DOC_overlappingpdfs.139190.pdf.task_154_0_1,fluviomarine beds formation,"{154,0,1,""Fluviomarine Beds""}",,1,0.996
121874,overlappingpdfs.137935.pdf.task,group,ROCK_DOC_overlappingpdfs.137935.pdf.task_1340_1_1,amphisbaenidae group,"{1340,1,1,Amphisbaenidae}",,1,0.996
21015,overlappingpdfs.132118.pdf.task,formation,ROCK_DOC_overlappingpdfs.132118.pdf.task_116_2_3,ichetuy formation,"{116,2,3,""Ichetuy Formation""}",,1,0.996
18293,overlappingpdfs.138449.pdf.task,formation,ROCK_DOC_overlappingpdfs.138449.pdf.task_492_4_6,judith river formation,"{492,4,6,""Judith River Formation""}",,1,1
69837,overlappingpdfs.138083.pdf.task,sandstones,ROCK_DOC_overlappingpdfs.138083.pdf.task_446_11_11,pondaung sandstones,"{446,11,11,Pondaung}",,1,0.996
82866,overlappingpdfs.132608.pdf.task,group,ROCK_DOC_overlappingpdfs.132608.pdf.task_193_2_3,bracklesham group,"{193,2,3,""Bracklesham Group""}",,1,0.997
34399,overlappingpdfs.135847.pdf.task,formation,ROCK_DOC_overlappingpdfs.135847.pdf.task_27_27_27,oread formation,"{27,27,27,Oread}",,1,0.996
125457,overlappingpdfs.132386.pdf.task,formation,ROCK_DOC_overlappingpdfs.132386.pdf.task_434_37_37,bermont formation,"{434,37,37,Bermont}",,1,0.996
84533,overlappingpdfs.136925.pdf.task,formation,ROCK_DOC_overlappingpdfs.136925.pdf.task_35_12_12,malongulli formation,"{35,12,12,Malongulli}",,1,0.999
89712,overlappingpdfs.138519.pdf.task,formation,ROCK_DOC_overlappingpdfs.138519.pdf.task_2809_5_6,box butte formation,"{2809,5,6,""Box Butte""}",,1,1
48111,overlappingpdfs.138707.pdf.task,member,ROCK_DOC_overlappingpdfs.138707.pdf.task_2039_38_39,balm creek member,"{2039,38,39,""Balm Creek""}",,1,1
22676,overlappingpdfs.136806.pdf.task,formation,ROCK_DOC_overlappingpdfs.136806.pdf.task_403_5_6,triangle formation,"{403,5,6,""Triangle Formation""}",,1,0.996
77903,overlappingpdfs.133129.pdf.task,member,ROCK_DOC_overlappingpdfs.133129.pdf.task_98_10_11,gristhorpe member,"{98,10,11,""Gristhorpe Member""}",,1,1
11503,overlappingpdfs.131777.pdf.task,member,ROCK_DOC_overlappingpdfs.131777.pdf.task_196_11_12,mallow member,"{196,11,12,""Mallow Member""}",,1,0.999
101943,overlappingpdfs.132293.pdf.task,formation,ROCK_DOC_overlappingpdfs.132293.pdf.task_1662_5_5,kota formation,"{1662,5,5,Kota}",,1,0.996
3322,overlappingpdfs.132972.pdf.task,formation,ROCK_DOC_overlappingpdfs.132972.pdf.task_157_24_26,maiz gordo formation,"{157,24,26,""Maiz Gordo Formation""}",,1,0.996
46805,overlappingpdfs.138707.pdf.task,member,ROCK_DOC_overlappingpdfs.138707.pdf.task_355_24_25,haystack valley member,"{355,24,25,""Haystack Valley""}",,1,0.999
38179,overlappingpdfs.138438.pdf.task,formation,ROCK_DOC_overlappingpdfs.138438.pdf.task_367_13_14,calvert formation,"{367,13,14,""Calvert Formation""}",,1,0.996
105223,overlappingpdfs.131702.pdf.task,clay,ROCK_DOC_overlappingpdfs.131702.pdf.task_47_14_14,kalby clay,"{47,14,14,Kalby}",,1,0.996
30191,overlappingpdfs.135473.pdf.task,formation,ROCK_DOC_overlappingpdfs.135473.pdf.task_59_22_24,cooper creek formation,"{59,22,24,""Cooper Creek Formation""}",,1,0.996
61847,overlappingpdfs.138755.pdf.task,formation,ROCK_DOC_overlappingpdfs.138755.pdf.task_1885_72_72,peedee formation,"{1885,72,72,Peedee}",,1,0.998
22990,overlappingpdfs.132529.pdf.task,supergroup,ROCK_DOC_overlappingpdfs.132529.pdf.task_458_6_6,karoo supergroup,"{458,6,6,Karoo}",,1,1
70721,overlappingpdfs.132765.pdf.task,formation,ROCK_DOC_overlappingpdfs.132765.pdf.task_544_12_13,moenkopi formation,"{544,12,13,""Moenkopi Formation""}",,1,0.996
52684,overlappingpdfs.132746.pdf.task,formation,ROCK_DOC_overlappingpdfs.132746.pdf.task_539_24_24,falang formation,"{539,24,24,Falang}",,1,0.998
26029,overlappingpdfs.131884.pdf.task,formation,ROCK_DOC_overlappingpdfs.131884.pdf.task_813_15_16,glen aubrey formation,"{813,15,16,""Glen Aubrey""}",,1,1
76512,overlappingpdfs.132161.pdf.task,formation,ROCK_DOC_overlappingpdfs.132161.pdf.task_486_0_0,carpa formation,"{486,0,0,Carpa}",,1,1
62334,overlappingpdfs.132612.pdf.task,limestone,ROCK_DOC_overlappingpdfs.132612.pdf.task_831_9_10,parara limestone formation,"{831,9,10,""Parara Limestone""}",,1,0.998
108415,overlappingpdfs.132708.pdf.task,formation,ROCK_DOC_overlappingpdfs.132708.pdf.task_225_9_9,nemegt formation,"{225,9,9,Nemegt}",,1,1
