id,docid,type,eid1,eid2,entity1,entity2,is_correct,category,expectation
588809,overlappingpdfs.132359.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132359.pdf.task_474_20_21,TIME_DOC_overlappingpdfs.132359.pdf.task_474_24_24,loogh formation,Givetian|387.70000|382.70000,,1,1
579396,overlappingpdfs.138450.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138450.pdf.task_327_13_13,TIME_DOC_overlappingpdfs.138450.pdf.task_327_11_12,trinity formation,Early Cretaceous|145.5000|99.6000,,1,1
590899,overlappingpdfs.130556.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.130556.pdf.task_227_8_9,TIME_DOC_overlappingpdfs.130556.pdf.task_227_6_6,moenkopi formation,Buntsandstein|265.00000|252.30000,,1,1
593355,overlappingpdfs.138573.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138573.pdf.task_5606_15_16,TIME_DOC_overlappingpdfs.138573.pdf.task_5606_18_18,orinda formation,Clarendonian|13.60000|10.30000,t,1,0.996
606442,overlappingpdfs.132527.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132527.pdf.task_670_10_11,TIME_DOC_overlappingpdfs.132527.pdf.task_670_13_15_PART_1,santa maria formation,Late Triassic|228.0000|199.6000,,1,1
616617,overlappingpdfs.132661.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132661.pdf.task_300_22_23,TIME_DOC_overlappingpdfs.132661.pdf.task_300_15_15,fern glen formation,Mississippian|358.90000|323.20000,,1,0.996
579247,overlappingpdfs.132569.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132569.pdf.task_11_19_20,TIME_DOC_overlappingpdfs.132569.pdf.task_11_17_18,omingonde formation,Middle Triassic|245.0000|228.0000,,1,1
579671,overlappingpdfs.130847.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.130847.pdf.task_1_23_24,TIME_DOC_overlappingpdfs.130847.pdf.task_1_21_22,wanakah shale,Middle Devonian|397.5000|385.3000,,1,1
608053,overlappingpdfs.133113.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.133113.pdf.task_65_7_7,TIME_DOC_overlappingpdfs.133113.pdf.task_65_10_10,crato formation,Aptian|125.00000|113.00000,,1,1
601466,overlappingpdfs.136380.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.136380.pdf.task_23_12_14,TIME_DOC_overlappingpdfs.136380.pdf.task_23_16_17,snowy range formation,Late Cambrian|501.0000|488.3000,t,1,0.996
590653,overlappingpdfs.132925.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132925.pdf.task_342_38_38,TIME_DOC_overlappingpdfs.132925.pdf.task_342_37_37,limestone formation,Woolhope|436.00000|428.20000,f,1,1
584923,overlappingpdfs.138465.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138465.pdf.task_2782_4_5,TIME_DOC_overlappingpdfs.138465.pdf.task_2782_0_0,park city formation,Permian|298.90000|252.17000,,1,1
585433,overlappingpdfs.138709.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138709.pdf.task_261_17_18,TIME_DOC_overlappingpdfs.138709.pdf.task_261_13_13,white river formation,Chadronian|37.20000|33.90000,t,1,1
609107,overlappingpdfs.132283.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132283.pdf.task_1145_15_16,TIME_DOC_overlappingpdfs.132283.pdf.task_1145_10_11,coonigan formation,Middle Cambrian|513.0000|501.0000,,1,0.996
609008,overlappingpdfs.132522.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132522.pdf.task_1384_2_3,TIME_DOC_overlappingpdfs.132522.pdf.task_1384_8_8,vaureal formation,Ashgill|449.50000|443.70000,t,1,0.996
595385,overlappingpdfs.132384.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132384.pdf.task_4_9_9,TIME_DOC_overlappingpdfs.132384.pdf.task_4_3_4,tlayua formation,Early Cretaceous|145.5000|99.6000,,1,1
587345,overlappingpdfs.135727.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.135727.pdf.task_669_22_22,TIME_DOC_overlappingpdfs.135727.pdf.task_669_25_25,elwren sandstone,Mississippian|358.90000|323.20000,,1,1
606502,overlappingpdfs.132574.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132574.pdf.task_618_11_12,TIME_DOC_overlappingpdfs.132574.pdf.task_618_5_5,borden formation,Mississippian|358.90000|323.20000,,1,1
593086,overlappingpdfs.132575.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132575.pdf.task_1371_14_16,TIME_DOC_overlappingpdfs.132575.pdf.task_1371_12_13,palos verde sand formation,Late Pleistocene|1.8060|0.0781,,1,0.997
607008,overlappingpdfs.132527.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132527.pdf.task_670_10_12,TIME_DOC_overlappingpdfs.132527.pdf.task_670_13_15_PART_1,santa maria formation,Late Triassic|228.0000|199.6000,,1,1
591469,overlappingpdfs.132990.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132990.pdf.task_1613_5_6,TIME_DOC_overlappingpdfs.132990.pdf.task_1613_2_4_PART_1,roberts mountains formation,Devonian|419.20000|358.90000,t,1,1
611553,overlappingpdfs.130439.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.130439.pdf.task_167_11_11,TIME_DOC_overlappingpdfs.130439.pdf.task_167_10_10,werfen formation,Triassic|252.17000|201.30000,,1,0.999
601645,overlappingpdfs.136.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.136.pdf.task_238_72_73,TIME_DOC_overlappingpdfs.136.pdf.task_238_65_66,kayenta formation,Early Jurassic|199.6000|175.6000,t,1,0.996
597929,overlappingpdfs.132567.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132567.pdf.task_227_6_6,TIME_DOC_overlappingpdfs.132567.pdf.task_227_9_10,pin formation,Late Ordovician|460.9000|443.7000,,1,1
592362,overlappingpdfs.135769.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.135769.pdf.task_667_33_33,TIME_DOC_overlappingpdfs.135769.pdf.task_667_31_32,wanakah shale,Middle Devonian|397.5000|385.3000,,1,1
618873,overlappingpdfs.13.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.13.pdf.task_36_25_27,TIME_DOC_overlappingpdfs.13.pdf.task_36_18_19,judith river formation,Late Cretaceous|99.6000|65.5000,,1,1
621880,overlappingpdfs.138665.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138665.pdf.task_2633_30_32,TIME_DOC_overlappingpdfs.138665.pdf.task_2633_28_29,barun goyot formation,Late Cretaceous|99.6000|65.5000,t,1,0.999
586133,overlappingpdfs.132400.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132400.pdf.task_20_21_22,TIME_DOC_overlappingpdfs.132400.pdf.task_20_20_20,pulgon formation,Silurian|443.40000|419.20000,,1,1
611088,overlappingpdfs.132630.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132630.pdf.task_54_4_5,TIME_DOC_overlappingpdfs.132630.pdf.task_54_0_0,kuwajima formation,Hauterivian|132.90000|129.40000,t,1,1
612034,overlappingpdfs.132859.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132859.pdf.task_1486_5_5,TIME_DOC_overlappingpdfs.132859.pdf.task_1486_1_1,kota formation,Jurassic|201.30000|145.00000,,1,1
615044,overlappingpdfs.132899.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132899.pdf.task_6_38_38,TIME_DOC_overlappingpdfs.132899.pdf.task_6_2_3,emigrant formation,Early Cambrian|542.0000|513.0000,,1,1
591368,overlappingpdfs.131209.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.131209.pdf.task_16_5_6,TIME_DOC_overlappingpdfs.131209.pdf.task_16_9_9,willowvale shale,Llandovery|443.40000|433.40000,,1,1
597216,overlappingpdfs.132764.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132764.pdf.task_1131_13_14,TIME_DOC_overlappingpdfs.132764.pdf.task_1131_11_12,qigu formation,Late Jurassic|161.2000|145.5000,,1,1
590732,overlappingpdfs.132572.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132572.pdf.task_46_7_8,TIME_DOC_overlappingpdfs.132572.pdf.task_46_15_15,lujiatun beds formation,Aptian|125.00000|113.00000,,1,1
603505,overlappingpdfs.135105.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.135105.pdf.task_559_8_8,TIME_DOC_overlappingpdfs.135105.pdf.task_559_11_12,quilon formation,Early Miocene|23.0300|15.9700,,1,0.996
578028,overlappingpdfs.132547.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132547.pdf.task_43_29_29,TIME_DOC_overlappingpdfs.132547.pdf.task_43_28_28,limestone formation,Wenlock|433.40000|427.40000,,1,1
619605,overlappingpdfs.138624.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138624.pdf.task_2612_101_102,TIME_DOC_overlappingpdfs.138624.pdf.task_2612_105_105,amherstburg dolomite,Eifelian|393.30000|387.70000,,1,0.997
612383,overlappingpdfs.132531.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132531.pdf.task_506_8_9,TIME_DOC_overlappingpdfs.132531.pdf.task_506_11_12,morrison formation,Late Jurassic|161.2000|145.5000,t,1,0.996
588210,overlappingpdfs.132415.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132415.pdf.task_782_16_16,TIME_DOC_overlappingpdfs.132415.pdf.task_782_11_12,newark supergroup,Early Jurassic|199.6000|175.6000,,1,1
580768,overlappingpdfs.135545.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.135545.pdf.task_652_16_16,TIME_DOC_overlappingpdfs.135545.pdf.task_652_14_15,hamilton group,Middle Devonian|397.5000|385.3000,,1,1
589625,overlappingpdfs.132335.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132335.pdf.task_50_8_8,TIME_DOC_overlappingpdfs.132335.pdf.task_50_13_14,bridger formation,Middle Eocene|48.6000|37.2000,t,1,1
578574,overlappingpdfs.132547.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132547.pdf.task_544_6_6,TIME_DOC_overlappingpdfs.132547.pdf.task_544_5_5,limestone formation,Wenlock|433.40000|427.40000,f,1,1
584555,overlappingpdfs.132629.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132629.pdf.task_365_9_9,TIME_DOC_overlappingpdfs.132629.pdf.task_365_7_7,wealden group,Cretaceous|145.00000|66.00000,,1,1
616806,overlappingpdfs.132831.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132831.pdf.task_916_4_4,TIME_DOC_overlappingpdfs.132831.pdf.task_916_5_7_PART_1,winton formation,Cretaceous|145.00000|66.00000,,1,1
610259,overlappingpdfs.132707.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132707.pdf.task_863_13_13,TIME_DOC_overlappingpdfs.132707.pdf.task_863_9_9,potsdam group,Silurian|443.40000|419.20000,,1,0.996
595585,overlappingpdfs.138526.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138526.pdf.task_116_6_7,TIME_DOC_overlappingpdfs.138526.pdf.task_116_9_10,morrison formation,Late Jurassic|161.2000|145.5000,t,1,0.996
592418,overlappingpdfs.132575.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132575.pdf.task_1124_7_9,TIME_DOC_overlappingpdfs.132575.pdf.task_1124_11_11,fox hills formation,Maastrichtian|72.10000|66.00000,,1,1
585542,overlappingpdfs.138745.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138745.pdf.task_94_10_10,TIME_DOC_overlappingpdfs.138745.pdf.task_94_18_18,djadokhta formation,Campanian|83.60000|72.10000,,1,1
608700,overlappingpdfs.138313.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138313.pdf.task_4394_3_3,TIME_DOC_overlappingpdfs.138313.pdf.task_4394_1_2,traverse group,Middle Devonian|397.5000|385.3000,,1,1
578879,overlappingpdfs.138578.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138578.pdf.task_4021_3_4,TIME_DOC_overlappingpdfs.138578.pdf.task_4021_0_1,snyder creek shale,Late Devonian|385.3000|359.2000,,1,1
597488,overlappingpdfs.132650.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132650.pdf.task_4_11_11,TIME_DOC_overlappingpdfs.132650.pdf.task_4_10_10,crato formation,Cretaceous|145.00000|66.00000,,1,0.996
589688,overlappingpdfs.138438.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138438.pdf.task_419_14_14,TIME_DOC_overlappingpdfs.138438.pdf.task_419_12_12,calvert formation,Miocene|23.03000|5.33300,t,1,1
583109,overlappingpdfs.132595.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132595.pdf.task_482_17_18,TIME_DOC_overlappingpdfs.132595.pdf.task_482_20_20,iifarah formation,Ashgill|449.50000|443.70000,,1,1
607612,overlappingpdfs.132753.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132753.pdf.task_1106_5_6,TIME_DOC_overlappingpdfs.132753.pdf.task_1106_3_4,malongulli formation,Late Ordovician|460.9000|443.7000,t,1,0.999
606675,overlappingpdfs.132655.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132655.pdf.task_11_9_9,TIME_DOC_overlappingpdfs.132655.pdf.task_11_1_2,wessex formation,Early Cretaceous|145.5000|99.6000,,1,1
616684,overlappingpdfs.131629.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.131629.pdf.task_15_18_18,TIME_DOC_overlappingpdfs.131629.pdf.task_15_14_14,kuibis quartzite,Precambrian|4000.0000|542.0000,,1,0.996
605297,overlappingpdfs.131054.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.131054.pdf.task_60_1_1,TIME_DOC_overlappingpdfs.131054.pdf.task_60_0_0,hampton formation,Kinderhookian|358.90000|353.80000,,1,1
584382,overlappingpdfs.138465.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138465.pdf.task_1395_7_7,TIME_DOC_overlappingpdfs.138465.pdf.task_1395_11_11,elwy group,Ludlovian|427.40000|423.00000,,1,1
583077,overlappingpdfs.138449.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138449.pdf.task_186_4_4,TIME_DOC_overlappingpdfs.138449.pdf.task_186_8_8,bearpaw shale,Campanian|83.60000|72.10000,,1,1
600875,overlappingpdfs.135922.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.135922.pdf.task_471_10_11,TIME_DOC_overlappingpdfs.135922.pdf.task_471_37_37,lebanon limestone formation,Trentonian|460.90000|449.50000,,1,0.996
588764,overlappingpdfs.132845.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132845.pdf.task_26_15_15,TIME_DOC_overlappingpdfs.132845.pdf.task_26_13_14,qigu formation,Late Jurassic|161.2000|145.5000,,1,1
602974,overlappingpdfs.138519.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138519.pdf.task_5463_23_25,TIME_DOC_overlappingpdfs.138519.pdf.task_5463_41_41,sheep creek formation,Clarendonian|13.60000|10.30000,,1,0.999
620290,overlappingpdfs.138624.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138624.pdf.task_6708_3_3,TIME_DOC_overlappingpdfs.138624.pdf.task_6708_6_6,traverse group,Devonian|419.20000|358.90000,,1,1
597619,overlappingpdfs.133099.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.133099.pdf.task_458_15_17,TIME_DOC_overlappingpdfs.133099.pdf.task_458_14_14,shineton shale formation,Tremadoc|485.40000|477.70000,,1,0.998
600795,overlappingpdfs.135922.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.135922.pdf.task_26_1_1,TIME_DOC_overlappingpdfs.135922.pdf.task_26_5_5,kanosh shale,Arenig|478.60000|466.00000,t,1,0.996
583651,overlappingpdfs.132730.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132730.pdf.task_222_7_8,TIME_DOC_overlappingpdfs.132730.pdf.task_222_10_11,crato formation,Early Cretaceous|145.5000|99.6000,,1,1
610552,overlappingpdfs.136670.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.136670.pdf.task_152_12_13,TIME_DOC_overlappingpdfs.136670.pdf.task_152_15_15,visby beds formation,Hogklint|428.20000|426.20000,,1,1
593398,overlappingpdfs.132759.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132759.pdf.task_1031_10_10,TIME_DOC_overlappingpdfs.132759.pdf.task_1031_6_6,harding sandstone,Ordovician|485.40000|443.40000,,1,1
609363,overlappingpdfs.132096.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132096.pdf.task_638_26_26,TIME_DOC_overlappingpdfs.132096.pdf.task_638_29_29,akhdar group,Wordian|268.80000|265.10000,,1,0.996
580882,overlappingpdfs.138450.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138450.pdf.task_368_4_5,TIME_DOC_overlappingpdfs.138450.pdf.task_368_2_3,trinity formation,Early Cretaceous|145.5000|99.6000,,1,1
587854,overlappingpdfs.132921.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132921.pdf.task_457_6_8,TIME_DOC_overlappingpdfs.132921.pdf.task_457_11_11,west walton formation,Oxfordian|163.50000|157.30000,,1,1
602834,overlappingpdfs.138519.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138519.pdf.task_209_30_31,TIME_DOC_overlappingpdfs.138519.pdf.task_209_28_28,snake creek formation,Pliocene|5.33300|2.58800,,1,1
596811,overlappingpdfs.132666.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132666.pdf.task_879_11_12,TIME_DOC_overlappingpdfs.132666.pdf.task_879_14_15,chinle formation,Late Triassic|228.0000|199.6000,,1,0.996
586804,overlappingpdfs.1341.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.1341.pdf.task_83_1_2,TIME_DOC_overlappingpdfs.1341.pdf.task_83_0_0,eastover formation,Miocene|23.03000|5.33300,,1,1
580252,overlappingpdfs.138450.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138450.pdf.task_1689_16_18,TIME_DOC_overlappingpdfs.138450.pdf.task_1689_12_12,ojo alamo sandstone,Paleocene|66.00000|56.00000,,1,1
594398,overlappingpdfs.132321.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132321.pdf.task_806_12_12,TIME_DOC_overlappingpdfs.132321.pdf.task_806_11_11,pisco formation,Neogene|23.03000|2.58800,,1,1
608389,overlappingpdfs.136756.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.136756.pdf.task_39_8_9,TIME_DOC_overlappingpdfs.136756.pdf.task_39_1_2,penn yan member,Late Devonian|385.3000|359.2000,,1,1
599537,overlappingpdfs.133117.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.133117.pdf.task_105_42_43,TIME_DOC_overlappingpdfs.133117.pdf.task_105_39_39,waynesville formation,Richmondian|449.50000|443.70000,t,1,1
578765,overlappingpdfs.132547.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132547.pdf.task_14_3_3,TIME_DOC_overlappingpdfs.132547.pdf.task_14_2_2,limestone formation,Wenlock|433.40000|427.40000,,1,1
579514,overlappingpdfs.138450.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138450.pdf.task_1312_12_12,TIME_DOC_overlappingpdfs.138450.pdf.task_1312_11_11,bridger formation,Eocene|56.00000|33.90000,t,1,1
614718,overlappingpdfs.131858.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.131858.pdf.task_195_38_38,TIME_DOC_overlappingpdfs.131858.pdf.task_195_18_18,moydart formation,Whitcliffe|421.30000|419.20000,,1,0.999
589819,overlappingpdfs.138438.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138438.pdf.task_2450_13_13,TIME_DOC_overlappingpdfs.138438.pdf.task_2450_0_1,punchbowl formation,Late Miocene|11.6080|5.3320,,1,1
613979,overlappingpdfs.132185.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132185.pdf.task_565_18_19,TIME_DOC_overlappingpdfs.132185.pdf.task_565_16_17,morrison formation,Late Jurassic|161.2000|145.5000,,1,1
617037,overlappingpdfs.132202.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132202.pdf.task_14_1_1,TIME_DOC_overlappingpdfs.132202.pdf.task_14_0_0,daohugou formation,Oxfordian|163.50000|157.30000,,1,0.999
620496,overlappingpdfs.138624.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138624.pdf.task_3647_1_1,TIME_DOC_overlappingpdfs.138624.pdf.task_3647_5_5,limestone formation,Eifelian|393.30000|387.70000,,1,0.997
599827,overlappingpdfs.131219.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.131219.pdf.task_413_7_8,TIME_DOC_overlappingpdfs.131219.pdf.task_413_19_20,girardeau limestone formation,Late Ordovician|460.9000|443.7000,,1,1
591049,overlappingpdfs.132925.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132925.pdf.task_546_7_8,TIME_DOC_overlappingpdfs.132925.pdf.task_546_10_10,riga formation,Sheinwoodian|433.40000|430.50000,t,1,1
618282,overlappingpdfs.138624.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138624.pdf.task_3890_91_91,TIME_DOC_overlappingpdfs.138624.pdf.task_3890_97_97,limestone formation,Cazenovian|391.90000|383.70000,,1,0.996
610185,overlappingpdfs.132570.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132570.pdf.task_145_11_12,TIME_DOC_overlappingpdfs.132570.pdf.task_145_7_7,ashdown beds formation,Berriasian|145.00000|139.80000,,1,1
585421,overlappingpdfs.132736.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132736.pdf.task_100_12_13,TIME_DOC_overlappingpdfs.132736.pdf.task_100_16_16,hankalchough formation,Neoproterozoic|1000.00000|541.00000,,1,1
615638,overlappingpdfs.133063.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.133063.pdf.task_181_29_30,TIME_DOC_overlappingpdfs.133063.pdf.task_181_25_25,tramore limestone formation,Llanvirn|466.00000|460.90000,,1,1
585350,overlappingpdfs.132122.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132122.pdf.task_1063_13_13,TIME_DOC_overlappingpdfs.132122.pdf.task_1063_11_12,trinity group,Early Cretaceous|145.5000|99.6000,,1,1
620064,overlappingpdfs.136583.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.136583.pdf.task_770_11_11,TIME_DOC_overlappingpdfs.136583.pdf.task_770_7_7,sekwi formation,Cambrian|541.00000|485.40000,,1,1
609270,overlappingpdfs.132302.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132302.pdf.task_37_8_10,TIME_DOC_overlappingpdfs.132302.pdf.task_37_13_13,kimmeridge clay formation,Kimmeridgian|157.30000|152.10000,t,1,0.996
593487,overlappingpdfs.138573.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138573.pdf.task_5600_25_26,TIME_DOC_overlappingpdfs.138573.pdf.task_5600_28_28,fe group,Clarendonian|13.60000|10.30000,,1,0.998
594219,overlappingpdfs.132093.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132093.pdf.task_921_7_9,TIME_DOC_overlappingpdfs.132093.pdf.task_921_2_2,virgin hills formation,Frasnian|382.70000|372.20000,,1,0.999
589584,overlappingpdfs.1334.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.1334.pdf.task_90_1_2,TIME_DOC_overlappingpdfs.1334.pdf.task_90_3_5_PART_1,hornerstown formation,Paleogene|66.00000|23.03000,t,1,1
587329,overlappingpdfs.135727.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.135727.pdf.task_669_22_22,TIME_DOC_overlappingpdfs.135727.pdf.task_669_65_65,elwren formation,Mississippian|358.90000|323.20000,,1,1
586418,overlappingpdfs.130827.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.130827.pdf.task_378_24_25,TIME_DOC_overlappingpdfs.130827.pdf.task_378_23_23,bardahessiagh formation,Caradoc|460.90000|449.50000,t,1,1
609676,overlappingpdfs.132112.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132112.pdf.task_1547_7_8,TIME_DOC_overlappingpdfs.132112.pdf.task_1547_5_6,la meseta formation,Late Eocene|37.2000|33.9000,,1,0.999
581694,overlappingpdfs.136141.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.136141.pdf.task_408_10_12,TIME_DOC_overlappingpdfs.136141.pdf.task_408_9_9,bull fork formation,Cincinnatian|452.50000|443.70000,,1,1
593000,overlappingpdfs.132333.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132333.pdf.task_2369_3_3,TIME_DOC_overlappingpdfs.132333.pdf.task_2369_6_7,coffee sand,Late Cretaceous|99.6000|65.5000,,1,0.996
595291,overlappingpdfs.132384.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132384.pdf.task_360_5_6,TIME_DOC_overlappingpdfs.132384.pdf.task_360_4_4,tlayua formation,Albian|113.00000|100.50000,t,1,1
612510,overlappingpdfs.136931.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.136931.pdf.task_44_13_13,TIME_DOC_overlappingpdfs.136931.pdf.task_44_12_12,limestone formation,Wenlock|433.40000|427.40000,,1,0.999
607468,overlappingpdfs.133053.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.133053.pdf.task_5_12_13,TIME_DOC_overlappingpdfs.133053.pdf.task_5_11_11,fermeuse formation,Neoproterozoic|1000.00000|541.00000,,1,0.997
584459,overlappingpdfs.138465.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.138465.pdf.task_1766_29_29,TIME_DOC_overlappingpdfs.138465.pdf.task_1766_10_10,wapanucka formation,Atokan|318.10000|311.45000,,1,1
617174,overlappingpdfs.132102.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132102.pdf.task_10_5_6,TIME_DOC_overlappingpdfs.132102.pdf.task_10_3_4,murero formation,Middle Cambrian|513.0000|501.0000,,1,0.996
598451,overlappingpdfs.132101.pdf.task,FORMATIONINTERVAL,ROCK_DOC_overlappingpdfs.132101.pdf.task_35_23_23,TIME_DOC_overlappingpdfs.132101.pdf.task_35_26_27,shuijingtuo formation,Stage 3|521.0000|515.0000,,1,1
